Départ,Arrivée,Distance (m)
Nancy,Bayon,38998.523
Nancy,Vincey,54167.488
Nancy,Châtel - Nomexy,59916.246
Nancy,Igney,64119.16
Nancy,Thaon,67417.805
Remiremont,Thaon,34959.555
Remiremont,Châtel - Nomexy,42407.695
Remiremont,Charmes,52929.176
Remiremont,Bayon,63330.887
Remiremont,Blainville - Damelevières,78278.07
Remiremont,Varangéville - Saint-Nicolas,88352.422
Remiremont,Nancy,101334.32
Remiremont,Pont-à-Mousson,129175.273
Remiremont,Pagny-sur-Moselle,139012.859
Remiremont,Metz,158349.359
Saint-Dié-des-Vosges,Étival-Clairefontaine,11576.92
Saint-Dié-des-Vosges,Raon-l'Étape,16979.256
Saint-Dié-des-Vosges,Baccarat,26245.014
Saint-Dié-des-Vosges,Lunéville,50524.82
Saint-Dié-des-Vosges,Nancy,83300.234
Nancy,Chenevières,45605.027
Nancy,Azerailles,51270.258
Nancy,Bertrichamps,61598.355
Nancy,Saint-Michel-sur-Meurthe,76327.469
Saint-Dié-des-Vosges,Azerailles,31979.287
Saint-Dié-des-Vosges,Saint-Clément - Laronxe,39871.855
Saint-Dié-des-Vosges,Dombasle-sur-Meurthe,67653.094
Saint-Dié-des-Vosges,Thiaville,19280.672
Saint-Dié-des-Vosges,Bertrichamps,21650.381
Saint-Dié-des-Vosges,Ménil - Flin,35101.375
Saint-Dié-des-Vosges,Chenevières,37644.535
Saint-Dié-des-Vosges,Saint-Michel-sur-Meurthe,6922.091
Nancy,Ménil - Flin,48148.184
Nancy,Thiaville,63968.922
Sarrebourg,Bénestroff,30474.098
Sarrebourg,Rémilly,61228.719
Sarrebourg,Sanry-sur-Nied,66912.195
Sarrebourg,Courcelles-sur-Nied,70014.211
Sarrebourg,Peltre,76953.148
Sarrebourg,Metz,83425.742
Sarreguemines,Saint-Avold,33396.414
Sarreguemines,Faulquemont,44154.543
Sarreguemines,Rémilly,61333.375
Sarreguemines,Metz,83529.281
Metz,Farschviller,70752.703
Metz,Sarreguemines,83540.305
Sarreguemines,Hombourg-Haut,26873.646
Metz,Farébersviller,65943.711
Metz,Hundling Hôtel de Ville,76792.859
Strasbourg,Igney - Avricourt,92380.711
Strasbourg,Lunéville,116774.234
Strasbourg,Nancy,149548.594
Nancy,Sarrebourg,79311.5
Nancy,Réding,82797.328
Nancy,Saverne,105493.789
Nancy,Brumath,132311.5
Nancy,Strasbourg,149474.703
Nancy,Igney - Avricourt,57120.395
Nancy,Lutzelbourg,95475.539
Lunéville,Pont-à-Mousson,60615.16
Lunéville,Pagny-sur-Moselle,70452.781
Lunéville,Metz,89789.273
Épinal,Blainville - Damelevières,50980.184
Épinal,Varangéville - Saint-Nicolas,61054.543
Épinal,Dombasle-sur-Meurthe,58390.141
Remiremont,Igney,38206.395
Remiremont,Vincey,48156.789
Remiremont,Einvaux,70799.813
Nancy,Houdemont,7029.681
Nancy,Ludres,10028.435
Nancy,Messein,12825.641
Nancy,Neuves-Maisons,15121.606
Pont-Saint-Vincent,Neuves-Maisons,1510.002
Pont-Saint-Vincent,Messein,3808.427
Pont-Saint-Vincent,Ludres,6603.566
Pont-Saint-Vincent,Houdemont,9598.633
Pont-Saint-Vincent,Jarville-la-Malgrange,13556.791
Pont-Saint-Vincent,Nancy,16644.975
Neufchâteau,Fontenoy-sur-Moselle,51904.863
Nancy,Culmont - Chalindrey,152572.109
Nancy,Is-sur-Tille,196694.203
Dijon,Toul,195830.531
Vittel,Culmont - Chalindrey,73107.078
Paris Est,Vendeuvre,198807.969
Paris Est,Bar-sur-Aube,220422.219
Paris Est,Chaumont,261611.641
Paris Est,Langres,296469.531
Paris Est,Culmont - Chalindrey,307417.0
Paris Est,Contrexéville,374759.938
Paris Est,Vittel,380135.75
Troyes,Contrexéville,208672.078
Troyes,Vittel,214047.922
Nancy,Vandières,33834.992
Nancy,Pagny-sur-Moselle,37686.957
Nancy,Novéant-sur-Moselle,43011.461
Nancy,Ancy-sur-Moselle,46326.297
Nancy,Ars-sur-Moselle,48592.602
Metz,Dieulouard,35852.871
Metz,Marbache,42513.574
Metz,Pompey,46482.105
Metz,Frouard,48843.57
Metz,Champigneulles,51748.891
Metz,Belleville,39660.508
Metz,Woippy,5914.834
Metz,Maizières-lès-Metz,13328.885
Thionville,Metz Nord,25414.723
Metz,Metz Nord,4122.633
Thionville,Pagny-sur-Moselle,48859.039
Thionville,Pont-à-Mousson,58694.766
Thionville,Nancy,86538.414
Charleville-Mézières,Mohon,1845.327
Charleville-Mézières,Lumes,6130.855
Charleville-Mézières,Nouvion-sur-Meuse,10506.762
Charleville-Mézières,Vrigne-Meuse,14061.814
Charleville-Mézières,Donchery,16343.294
Sedan,Donchery,4452.941
Sedan,Vrigne-Meuse,6734.429
Sedan,Nouvion-sur-Meuse,10289.475
Sedan,Lumes,14665.386
Sedan,Mohon,18950.914
Sedan,Charleville-Mézières,20796.236
Thionville,Montmédy,75544.57
Thionville,Carignan,102267.484
Thionville,Sedan,124246.336
Thionville,Charleville-Mézières,145047.688
Charleville-Mézières,Audun-le-Roman,115139.852
Charleville-Mézières,Hayange,131261.094
Charleville-Mézières,Thionville,139512.953
Reims,Bazancourt,16886.908
Reims,Rethel,39205.789
Reims,Amagne - Lucquy,47140.43
Reims,Poix-Terron,71388.969
Reims,Nouvion-sur-Meuse,98196.422
Reims,Donchery,104032.977
Reims,Sedan,108485.914
Charleville-Mézières,Poix-Terron,16300.714
Charleville-Mézières,Amagne - Lucquy,40549.227
Charleville-Mézières,Rethel,48483.855
Charleville-Mézières,Bazancourt,70802.734
Charleville-Mézières,Reims,87689.648
Reims,Mohon,89534.977
Reims,Lumes,93820.523
Reims,Vrigne-Meuse,101751.484
Sedan,Poix-Terron,37096.949
Sedan,Amagne - Lucquy,61345.461
Sedan,Rethel,69280.109
Sedan,Bazancourt,91598.984
Sedan,Reims,108485.898
Charleville-Mézières,Franchet d'Esperey,89819.367
Charleville-Mézières,Reims Maison Blanche,90990.352
Charleville-Mézières,Champagne-Ardenne TGV,97457.547
Champagne-Ardenne TGV,Reims Maison Blanche,6467.246
Champagne-Ardenne TGV,Franchet d'Esperey,7638.231
Champagne-Ardenne TGV,Reims,9767.926
Champagne-Ardenne TGV,Bazancourt,26654.84
Champagne-Ardenne TGV,Rethel,48973.711
Champagne-Ardenne TGV,Charleville-Mézières,97457.578
Reims,Franchet d'Esperey,2129.698
Reims,Reims Maison Blanche,3300.682
Reims,Champagne-Ardenne TGV,9767.929
Champagne-Ardenne TGV,Amagne - Lucquy,56908.352
Champagne-Ardenne TGV,Poix-Terron,81156.875
Château-Thierry,Dormans,21906.393
Château-Thierry,Épernay,46879.871
Château-Thierry,Ay-Champagne,50163.848
Château-Thierry,Avenay,53899.258
Château-Thierry,Rilly-la-Montagne,66210.109
Château-Thierry,Reims Maison Blanche,74050.422
Château-Thierry,Franchet d'Esperey,75221.406
Château-Thierry,Reims,77351.117
Givet,Vireux-Molhain,10214.866
Givet,Haybes,19787.064
Givet,Fumay,23128.545
Givet,Revin,30643.73
Givet,Deville,42529.754
Givet,Monthermé,46134.805
Givet,Bogny-sur-Meuse,47995.234
Givet,Nouzonville,56220.848
Givet,Charleville-Mézières,63557.016
Charleville-Mézières,Nouzonville,7336.182
Charleville-Mézières,Joigny-sur-Meuse,11148.025
Charleville-Mézières,Bogny-sur-Meuse,15561.782
Charleville-Mézières,Monthermé,17422.213
Charleville-Mézières,Deville,21027.254
Charleville-Mézières,Laifour,25382.963
Charleville-Mézières,Anchamps,29099.557
Charleville-Mézières,Revin,32913.262
Charleville-Mézières,Fumay,40428.449
Charleville-Mézières,Haybes,43769.926
Charleville-Mézières,Fépin,46457.438
Charleville-Mézières,Vireux-Molhain,53342.125
Charleville-Mézières,Aubrives,57402.211
Charleville-Mézières,Givet,63557.031
Givet,Aubrives,6154.791
Givet,Fépin,17099.563
Givet,Anchamps,34457.422
Givet,Laifour,38174.023
Givet,Joigny-sur-Meuse,52409.0
Paris Est,Château-Thierry,94387.195
Paris Est,Châlons-en-Champagne,172226.219
Paris Est,Vitry-le-François,204912.094
Paris Est,Bar-le-Duc,253514.625
Bar-le-Duc,Épernay,112239.078
Bar-le-Duc,Dormans,137206.578
Bar-le-Duc,Château-Thierry,159114.219
Bar-le-Duc,Paris Est,253438.875
Châlons-en-Champagne,Paris Est,172003.594
Châlons-en-Champagne,La Ferté-sous-Jouarre,107096.023
Épernay,Château-Thierry,46875.113
Paris Est,Saint-Dizier,235129.266
Saint-Dizier,Épernay,93031.563
Saint-Dizier,Dormans,117999.07
Saint-Dizier,Château-Thierry,139906.703
Saint-Dizier,Paris Est,234231.359
Saint-Dizier,La Ferté-sous-Jouarre,169323.672
Paris Est,La Ferté-sous-Jouarre,65090.383
Paris Est,Commercy,294110.875
Paris Est,Toul,319473.375
Paris Est,Nancy,352502.781
Paris Est,Lunéville,385226.625
Paris Est,Sarrebourg,431814.406
Paris Est,Saverne,457996.875
Paris Est,Strasbourg,501977.813
Strasbourg,Toul,182563.406
Strasbourg,Commercy,207929.375
Strasbourg,Bar-le-Duc,248524.422
Strasbourg,Vitry-le-François,297117.219
Strasbourg,Châlons-en-Champagne,329805.5
Strasbourg,Épernay,360763.594
Strasbourg,Dormans,385730.844
Strasbourg,Château-Thierry,407638.375
Strasbourg,Paris Est,501962.719
Bar-le-Duc,Sarrebourg,178299.5
Bar-le-Duc,Saverne,204481.875
Bar-le-Duc,Strasbourg,248463.156
Troyes,Paris Est,166081.156
Troyes,Longueville,78032.742
Paris Est,Longueville,88055.039
Culmont - Chalindrey,Romilly-sur-Seine,178802.453
Culmont - Chalindrey,Nogent-sur-Seine,197198.438
Culmont - Chalindrey,Longueville,219366.984
Culmont - Chalindrey,Paris Est,307416.719
Chaumont,Romilly-sur-Seine,132997.703
Chaumont,Nogent-sur-Seine,151393.688
Chaumont,Paris Est,261612.078
Mulhouse,Lure,79918.211
Mulhouse,Vesoul,109987.195
Mulhouse,Culmont - Chalindrey,183228.313
Mulhouse,Langres,194177.031
Mulhouse,Chaumont,229033.188
Mulhouse,Bar-sur-Aube,270224.5
Mulhouse,Vendeuvre,291835.781
Mulhouse,Troyes,324562.656
Mulhouse,Romilly-sur-Seine,362030.969
Mulhouse,Nogent-sur-Seine,380426.875
Mulhouse,Paris Est,535652.25
Belfort-Ville,Lure,31644.637
Belfort-Ville,Vesoul,61713.617
Belfort-Ville,Culmont - Chalindrey,134954.719
Belfort-Ville,Langres,145903.438
Belfort-Ville,Chaumont,180759.594
Belfort-Ville,Bar-sur-Aube,221950.891
Belfort-Ville,Vendeuvre,243562.156
Belfort-Ville,Troyes,276288.969
Belfort-Ville,Romilly-sur-Seine,313757.281
Belfort-Ville,Nogent-sur-Seine,332153.188
Belfort-Ville,Paris Est,442371.5
Paris Est,Vesoul,426498.781
Paris Est,Lure,456501.719
Paris Est,Belfort-Ville,488150.656
Paris Est,Altkirch,519713.656
Paris Est,Mulhouse,536416.875
Vesoul,Culmont - Chalindrey,73241.117
Vesoul,Langres,84189.852
Vesoul,Chaumont,119045.977
Vesoul,Bar-sur-Aube,160237.297
Vesoul,Vendeuvre,181848.563
Vesoul,Troyes,214575.453
Vesoul,Romilly-sur-Seine,252043.688
Vesoul,Nogent-sur-Seine,270439.656
Vesoul,Paris Est,380657.969
Troyes,Vesoul,214632.391
Troyes,Lure,244635.719
Troyes,Belfort-Ville,276284.469
Troyes,Altkirch,307847.469
Troyes,Mulhouse,324550.563
Mulhouse,Châlons-en-Champagne,363494.594
Troyes,Is-sur-Tille,185452.813
Troyes,Dijon Porte Neuve,210346.672
Paris Est,Is-sur-Tille,351539.625
Paris Est,Dijon,384224.844
Châlons-en-Champagne,Mourmelon-le-Petit,26361.719
Châlons-en-Champagne,Sept-Saulx,31954.695
Châlons-en-Champagne,Val-de-Vesle,35854.309
Châlons-en-Champagne,Prunay,39514.035
Châlons-en-Champagne,Reims,56577.996
Reims,Prunay,17064.02
Reims,Val-de-Vesle,20723.742
Reims,Sept-Saulx,24623.355
Reims,Mourmelon-le-Petit,30216.332
Saint-Dizier,Mourmelon-le-Petit,88436.398
Saint-Dizier,Sept-Saulx,94029.398
Saint-Dizier,Val-de-Vesle,97929.016
Saint-Dizier,Prunay,101588.742
Saint-Dizier,Reims,118652.773
Reims,Saint-Dizier,119479.953
Culmont - Chalindrey,Vitry-le-François,147577.313
Culmont - Chalindrey,Châlons-en-Champagne,180266.828
Culmont - Chalindrey,Mourmelon-le-Petit,206628.547
Culmont - Chalindrey,Sept-Saulx,212221.5
Culmont - Chalindrey,Val-de-Vesle,216121.109
Culmont - Chalindrey,Prunay,219780.859
Culmont - Chalindrey,Reims,236844.844
Reims,Joinville,148777.672
Reims,Froncles,166298.453
Reims,Chaumont,191742.156
Culmont - Chalindrey,Bologne,59506.766
Culmont - Chalindrey,Vignory,67804.836
Culmont - Chalindrey,Donjeux,79740.57
Culmont - Chalindrey,Chevillon,99000.914
Reims,Chevillon,138674.188
Reims,Donjeux,157936.875
Reims,Vignory,169871.734
Reims,Bologne,178291.203
Châlons-en-Champagne,Chevillon,82094.844
Châlons-en-Champagne,Joinville,92198.375
Châlons-en-Champagne,Donjeux,101357.586
Châlons-en-Champagne,Froncles,109719.18
Châlons-en-Champagne,Vignory,113292.438
Châlons-en-Champagne,Bologne,121711.984
Châlons-en-Champagne,Chaumont,135163.016
Chaumont,Vitry-le-François,101772.516
Chaumont,Châlons-en-Champagne,134462.063
Chaumont,Mourmelon-le-Petit,160823.781
Chaumont,Reims,191040.078
Chaumont,Bologne,13701.98
Chaumont,Vignory,22000.078
Reims,Langres,226598.547
Reims,Culmont - Chalindrey,237545.859
Reims,Is-sur-Tille,281668.656
Reims,Dijon,314353.875
Dijon,Froncles,148054.109
Dijon,Joinville,165576.625
Dijon,Saint-Dizier,194868.844
Dijon,Vitry-le-François,224254.047
Dijon,Châlons-en-Champagne,256943.563
Dijon,Mourmelon-le-Petit,283305.188
Dijon,Reims,313521.5
Reims,Rilly-la-Montagne,11141.014
Reims,Germaine,15636.293
Reims,Avenay,23451.857
Reims,Ay-Champagne,27187.268
Épernay,Ay-Champagne,3283.984
Épernay,Avenay,7019.39
Épernay,Rilly-la-Montagne,19330.242
Épernay,Reims Maison Blanche,27170.574
Épernay,Franchet d'Esperey,28341.559
Épernay,Reims,30471.26
Épernay,Germaine,14834.965
Saint-Dizier,Donjeux,38456.988
Saint-Dizier,Vignory,50391.805
Saint-Dizier,Bologne,58811.305
Saint-Dizier,Langres,107118.727
Saint-Dizier,Culmont - Chalindrey,118066.164
Sedan,Franchet d'Esperey,110615.609
Sedan,Reims Maison Blanche,111786.594
Sedan,Champagne-Ardenne TGV,118253.789
Champagne-Ardenne TGV,Nouvion-sur-Meuse,107964.328
Champagne-Ardenne TGV,Donchery,113800.891
Champagne-Ardenne TGV,Sedan,118253.828
Champagne-Ardenne TGV,Mohon,99302.883
Champagne-Ardenne TGV,Lumes,103588.43
Champagne-Ardenne TGV,Vrigne-Meuse,111519.391
Lens,Sallaumines,2872.217
Lens,Pont-à-Vendin,8669.71
Lens,Meurchin,11892.204
Lens,Bauvin - Provin,13835.264
Lens,Don - Sainghin,18652.893
Béthune,La Bassée,13390.573
Béthune,Don - Sainghin,21852.465
Béthune,Wavrin,25000.178
Béthune,Lille Centre Hospitalier Régional,33573.148
Béthune,Armentières,55925.113
Béthune,Bailleul,67459.68
Béthune,Hazebrouck,81926.477
Béthune,Cassel,91681.766
Béthune,Arnèke,98794.57
Béthune,Esquelbecq,105302.586
Béthune,Bergues,114587.773
Béthune,Dunkerque,122409.367
Don - Sainghin,Bauvin - Provin,4812.169
Don - Sainghin,Meurchin,6757.843
Don - Sainghin,Pont-à-Vendin,9982.833
Don - Sainghin,Sallaumines,15776.854
Don - Sainghin,Lens,18655.875
Douai,Pont de la Deûle,2948.822
Douai,Leforest,6810.268
Douai,Ostricourt,9546.579
Douai,Libercourt,14165.161
Douai,Phalempin,18153.373
Douai,Seclin,21981.971
Douai,Wattignies - Templemars,25625.969
Douai,Ronchin,29083.383
Douai,Roubaix,41663.234
Douai,Tourcoing,44225.078
Tourcoing,Roubaix,2561.823
Tourcoing,Lesquin,17862.063
Tourcoing,Templeuve,25899.518
Tourcoing,Orchies,33646.445
Tourcoing,Saint-Amand-les-Eaux,46328.074
Tourcoing,Valenciennes,58853.023
Valenciennes,Saint-Amand-les-Eaux,12524.951
Valenciennes,Orchies,25206.582
Valenciennes,Templeuve,32953.512
Valenciennes,Lesquin,40990.973
Valenciennes,Roubaix,56291.215
Valenciennes,Tourcoing,58853.059
Calais Ville,Audruicq,20144.828
Calais Ville,Watten - Éperlecques,31639.189
Calais Ville,Saint-Omer,40706.598
Calais Ville,Hazebrouck,60951.984
Calais Ville,Bailleul,75407.781
Calais Ville,Armentières,86943.469
Calais Ville,Lille Centre Hospitalier Régional,109308.789
Calais Ville,Don - Sainghin,121024.023
Calais Ville,Lens,113737.992
Calais Ville,Lille Porte de Douai,106246.203
Calais Ville,Wavrin,117879.484
Calais Ville,Bauvin - Provin,125836.18
Calais Ville,Meurchin,127781.867
Calais Ville,Pont-à-Vendin,131006.836
Calais Ville,Sallaumines,136800.828
Tourcoing,Ronchin,15141.675
Tourcoing,Wattignies - Templemars,18599.09
Tourcoing,Seclin,22243.088
Tourcoing,Phalempin,26071.686
Tourcoing,Libercourt,30059.898
Tourcoing,Ostricourt,34678.48
Tourcoing,Leforest,37414.789
Tourcoing,Pont de la Deûle,41276.242
Tourcoing,Douai,44225.066
Tourcoing,Fretin,21896.754
Tourcoing,Landas,36729.094
Tourcoing,Rosult,41150.199
Tourcoing,Le Poirier Université,62828.402
Tourcoing,Le Quesnoy,77385.336
Tourcoing,Berlaimont,90501.164
Tourcoing,Aulnoye-Aymeries,93331.016
Tourcoing,Hautmont,101614.359
Tourcoing,Maubeuge,106050.18
Tourcoing,Jeumont,115447.766
Lens,Wavrin,21797.854
Lens,Lille Centre Hospitalier Régional,30370.822
Lens,Lille Porte de Douai,33434.82
Lens,Armentières,52723.355
Lens,Bailleul,64257.93
Lens,Hazebrouck,78724.727
Lens,Saint-Omer,98970.273
Lens,Watten - Éperlecques,108037.688
Lens,Audruicq,119532.047
Lens,Les Fontinettes,137472.344
Lens,Calais Ville,139676.734
Jeumont,Le Quesnoy,38062.438
Jeumont,Valenciennes,56594.762
Jeumont,Saint-Amand-les-Eaux,69119.703
Jeumont,Orchies,81801.375
Jeumont,Templeuve,89548.305
Jeumont,Lesquin,97585.758
Jeumont,Roubaix,112886.023
Jeumont,Tourcoing,115447.836
Dunkerque,Esquelbecq,17364.977
Dunkerque,Arnèke,23873.732
Dunkerque,Cassel,30982.15
Dunkerque,Lille Porte de Douai,86025.016
Dunkerque,Lille Centre Hospitalier Régional,89089.008
Dunkerque,Loos lez Lille,90318.969
Dunkerque,Haubourdin,92373.367
Dunkerque,Santes,95008.773
Dunkerque,Wavrin,97662.0
Dunkerque,Don - Sainghin,100809.828
Dunkerque,Marquillies,104318.102
Dunkerque,Salomé,106438.938
Dunkerque,La Bassée,109273.086
Dunkerque,Cuinchy,113651.023
Dunkerque,Béthune,74777.797
Dunkerque,Strazeele,47125.082
Dunkerque,Steenwerck,59362.344
Dunkerque,Nieppe,62845.77
Dunkerque,Pérenchies,73938.25
Don - Sainghin,Wavrin,3144.961
Don - Sainghin,Lille Centre Hospitalier Régional,11716.282
Don - Sainghin,Pérenchies,26870.967
Don - Sainghin,Armentières,34072.582
Don - Sainghin,Nieppe,37965.465
Don - Sainghin,Steenwerck,41448.883
Don - Sainghin,Bailleul,45607.156
Don - Sainghin,Strazeele,53684.828
Don - Sainghin,Hazebrouck,60073.945
Don - Sainghin,Cassel,69829.266
Don - Sainghin,Arnèke,76942.07
Don - Sainghin,Esquelbecq,83450.086
Don - Sainghin,Bergues,92735.273
Don - Sainghin,Dunkerque,100556.867
Valenciennes,Rosult,17702.826
Valenciennes,Landas,22123.932
Valenciennes,Fretin,36956.289
Valenciennes,Lille Flandres,47210.574
Lille Flandres,Lesquin,6219.595
Lille Flandres,Fretin,10254.288
Lille Flandres,Templeuve,14257.055
Lille Flandres,Orchies,22002.207
Lille Flandres,Landas,25086.639
Lille Flandres,Rosult,29507.744
Lille Flandres,Saint-Amand-les-Eaux,34685.395
Lille Flandres,Valenciennes,47214.918
Valenciennes,Ennevelin,35580.961
Valenciennes,Nomain,29269.711
Valenciennes,Mont de Terre,44436.086
Lille Flandres,Mont de Terre,2774.479
Lille Flandres,Ennevelin,11629.609
Lille Flandres,Nomain,17940.863
Cambrai,Escaudoeuvres,5042.905
Valenciennes,Trith-Saint-Léger,4288.51
Valenciennes,Prouvy - Thiant,7026.021
Valenciennes,Denain,13993.074
Valenciennes,Lourches,18836.086
Valenciennes,Iwuy,28641.455
Valenciennes,Escaudoeuvres,34082.758
Valenciennes,Hautmont,42761.332
Valenciennes,Jeumont,56594.781
Jeumont,Berlaimont,24946.605
Jeumont,Le Poirier Université,52619.371
Jeumont,Recquignies,3498.039
Jeumont,Les Bons Pères,6052.833
Jeumont,Louvroil,10448.211
Jeumont,Sous le Bois,11499.788
Valenciennes,Sous le Bois,45094.969
Valenciennes,Louvroil,46146.547
Valenciennes,Les Bons Pères,50541.918
Valenciennes,Recquignies,53096.742
Hirson,Hirson Écoles,1811.138
Hirson,Anor,8223.152
Hirson,Fourmies,12902.086
Hirson,Sains-du-Nord,22363.094
Hirson,Avesnelles,27511.555
Hirson,Avesnes-sur-Helpe,28959.025
Hirson,Saint-Hilaire,30497.006
Hirson,Dompierre,33923.324
Hirson,Leval,38931.27
Hirson,Aulnoye-Aymeries,40774.18
Hirson,Le Quesnoy,58543.352
Hirson,Le Poirier Université,73100.305
Hirson,Valenciennes,77075.672
Aulnoye-Aymeries,Leval,1842.929
Aulnoye-Aymeries,Dompierre,6850.878
Aulnoye-Aymeries,Saint-Hilaire,10277.194
Aulnoye-Aymeries,Avesnes-sur-Helpe,11808.97
Aulnoye-Aymeries,Avesnelles,13262.649
Aulnoye-Aymeries,Sains-du-Nord,18405.25
Aulnoye-Aymeries,Fourmies,27867.834
Aulnoye-Aymeries,Anor,32546.893
Aulnoye-Aymeries,Hirson Écoles,38963.102
Aulnoye-Aymeries,Hirson,40774.238
Maubeuge,Landrecies,26899.35
Maubeuge,Busigny,47959.387
Busigny,Le Cateau,9355.503
Busigny,Ors,16170.057
Busigny,Landrecies,21060.039
Busigny,Hachette,26644.225
Busigny,Aulnoye-Aymeries,35241.797
Aulnoye-Aymeries,Hachette,8596.046
Aulnoye-Aymeries,Landrecies,14180.176
Aulnoye-Aymeries,Ors,19071.086
Aulnoye-Aymeries,Le Cateau,25888.982
Aulnoye-Aymeries,Busigny,35244.129
Aulnoye-Aymeries,Bohain,41143.348
Aulnoye-Aymeries,Fresnoy-le-Grand,45559.75
Aulnoye-Aymeries,Tergnier,84485.578
Tergnier,Saint-Quentin,21941.428
Tergnier,Fresnoy-le-Grand,38925.695
Tergnier,Bohain,43341.57
Tergnier,Busigny,49240.074
Tergnier,Le Cateau,58595.367
Tergnier,Landrecies,70304.18
Tergnier,Aulnoye-Aymeries,84484.328
Saint-Quentin,Fresnoy-le-Grand,16983.732
Saint-Quentin,Bohain,21399.594
Saint-Quentin,Busigny,27298.189
Saint-Quentin,Le Cateau,36653.633
Saint-Quentin,Ors,43468.18
Saint-Quentin,Landrecies,48358.168
Saint-Quentin,Hachette,53942.352
Busigny,Fresnoy-le-Grand,10315.623
Aulnoye-Aymeries,Saint-Amand-les-Eaux,46996.902
Aulnoye-Aymeries,Orchies,59680.098
Maubeuge,Saint-Amand-les-Eaux,59722.117
Maubeuge,Orchies,72403.758
Maubeuge,Lille Flandres,94407.734
Lille Flandres,Le Quesnoy,65741.766
Lille Flandres,Aulnoye-Aymeries,81682.297
Lille Flandres,Maubeuge,94407.727
Jeumont,Lille Flandres,103805.336
Lille Flandres,Jeumont,103804.039
Jeumont,Rosult,74297.586
Jeumont,Landas,78718.703
Jeumont,Fretin,93551.047
Lille Flandres,Le Poirier Université,51188.125
Lille Flandres,Berlaimont,78858.711
Lille Flandres,Hautmont,89971.906
Maubeuge,Templeuve,80150.688
Maubeuge,Lesquin,88188.141
Orchies,Saint-Amand-les-Eaux,12681.634
Orchies,Valenciennes,25206.598
Orchies,Le Quesnoy,43738.934
Orchies,Aulnoye-Aymeries,59679.766
Orchies,Hautmont,67961.953
Orchies,Maubeuge,72403.352
Orchies,Jeumont,81800.242
Hirson,Saint-Amand-les-Eaux,89600.57
Hirson,Orchies,102282.242
Hirson,Lille Flandres,124286.203
Hirson,Templeuve,106015.086
Lille Flandres,Avesnes-sur-Helpe,95321.281
Lille Flandres,Sains-du-Nord,101917.18
Lille Flandres,Fourmies,111378.188
Lille Flandres,Anor,116057.109
Lille Flandres,Hirson,124280.227
Charleville-Mézières,Anor,67205.781
Charleville-Mézières,Fourmies,71884.867
Charleville-Mézières,Sains-du-Nord,81347.469
Charleville-Mézières,Avesnes-sur-Helpe,87943.75
Charleville-Mézières,Aulnoye-Aymeries,99752.414
Charleville-Mézières,Le Quesnoy,117521.648
Charleville-Mézières,Le Poirier Université,132078.578
Charleville-Mézières,Valenciennes,136053.969
Charleville-Mézières,Saint-Amand-les-Eaux,148578.969
Charleville-Mézières,Orchies,161260.609
